Категория,Артикул,Название,Бренд,Цена,Ссылка,Размеры и наличие,Всего,Фото,Санкт-Петербург (Ярослава Гашека),Санкт-Петербург (Спортивная),Екатеринбург (Основной склад),Екатеринбург (Соболева),Екатеринбург (Парина),Екатеринбург (Бисертская),Екатеринбург (Елизаветинское шоссе),Тюмень (Народная),Уфа,Ижевск
Одежда,NS76-1215,Юбка женская 7/6 Nata Skirt - Shaved Chocolate,7/6,5990 ₽,https://saletennis.com/catalog/product/iubka-zhienskaia-7-6-nata-skirt-shaved-chocolate-19295,XXS: Санкт-Петербург (Ярослава Гашека) - 1 шт | Тюмень (Народная) - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | XS: Ижевск - 1 шт | Соболева - 1 шт | Елизаветенское шоссе - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Парина - 1 шт | Тюмень (Народная) - 2 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Уфа - 1 шт | S: Уфа - 1 шт | Бисертская - 1 шт | Соболева - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Елизаветенское шоссе - 1 шт | Основной склад Екатеринбург - 2 шт | Тюмень (Народная) - 2 шт | Парина - 1 шт | M: Уфа - 1 шт | Бисертская - 1 шт | Парина - 1 шт | Соболева - 1 шт | Тюмень (Народная) - 1 шт | Елизаветенское шоссе - 1 шт | L: Елизаветенское шоссе - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,33.0,data\product_images\eea146367b87.png,3.0,5.0,2.0,3.0,3.0,2.0,4.0,7.0,3.0,1.0
Одежда,62GEB50120,Спортивная кофта мужская Mizuno Mugen Hooded Jacket - Blue Mirage,Mizuno,6990 ₽,https://saletennis.com/catalog/product/sportivnaia-kofta-muzhskaia-mizuno-mugen-hooded-jacket-blue-mirage-16841,M: Бисертская - 1 шт,1.0,data\product_images\95fd7a20f184.png,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Одежда,WPT76-NV,Спортивные штаны женские 7/6 Woman Training Pants - Navy,7/6,1990 ₽,https://saletennis.com/catalog/product/sportivnyie-shtany-zhienskiie-7-6-woman-training-pants-navy-15250,XS: Ижевск - 1 шт | Парина - 1 шт | Основной склад Екатеринбург - 2 шт | Соболева - 1 шт | S: Санкт-Петербург (Спортивная) - 2 шт | Основной склад Екатеринбург - 5 шт | Тюмень (Народная) - 1 шт,13.0,data\product_images\8f2910e023b4.png,0.0,2.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
Одежда,VT76-4313,Футболка мужская 7/6 Victory Cotton T-shirt - Light Blue,7/6,1995 ₽,https://saletennis.com/catalog/product/futbolka-muzhskaia-7-6-victory-cotton-t-shirt-light-blue-17880,S: Основной склад Екатеринбург - 3 шт | Тюмень (Народная) - 1 шт | M: Основной склад Екатеринбург - 3 шт | Санкт-Петербург (Спортивная) - 1 шт | L: Основной склад Екатеринбург - 3 шт | Санкт-Петербург (Спортивная) - 1 шт | XL: Основной склад Екатеринбург - 1 шт | XXL: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 1 шт | Тюмень (Народная) - 1 шт,16.0,data\product_images\e264653e7782.png,0.0,3.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Одежда,MTL76-1913,Футболка мужская 7/6 Loddy T-Shirt 2.0 - Ebony/Antarctica,7/6,4490 ₽,https://saletennis.com/catalog/product/futbolka-muzhskaia-7-6-loddy-t-shirt-2-0-ebony-antarctica-18619,S: Тюмень (Народная) - 1 шт | M: Парина - 2 шт | Бисертская - 1 шт | L: Тюмень (Народная) - 1 шт,5.0,data\product_images\38a2c9b30bb6.png,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0
Одежда,SH7760-4718,Шорты мужские 7/6 Miran Shorts 7 - Hydro,7/6,4490 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-7-6-miran-shorts-7-hydro-19303,S: Тюмень (Народная) - 1 шт | M: Ижевск - 1 шт | Уфа - 1 шт | Бисертская - 1 шт | Соболева - 1 шт | Елизаветенское шоссе - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Парина - 1 шт | Тюмень (Народная) - 3 шт | L: Ижевск - 2 шт | Елизаветенское шоссе - 2 шт | Соболева - 2 шт | Тюмень (Народная) - 1 шт | Уфа - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Парина - 2 шт | XL: Санкт-Петербург (Ярослава Гашека) - 1 шт | Соболева - 1 шт | Ижевск - 1 шт | Бисертская - 1 шт | Елизаветенское шоссе - 1 шт | Уфа - 1 шт | Тюмень (Народная) - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 2 шт | XXL: Санкт-Петербург (Ярослава Гашека) - 1 шт | Уфа - 1 шт | Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Елизаветенское шоссе - 1 шт,42.0,data\product_images\8a977423d53a.png,4.0,4.0,2.0,4.0,4.0,2.0,6.0,7.0,5.0,4.0
Одежда,FB6443-010,Козырек Nike ADV Ace Visor - Black,Nike,3490 ₽,https://saletennis.com/catalog/product/kozyriek-nike-adv-ace-visor-black-16374,S/M: Ижевск - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Бисертская - 2 шт | Соболева - 2 шт | Уфа - 1 шт | M/L: Уфа - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Тюмень (Народная) - 1 шт,10.0,data\product_images\8ac435735f3f.png,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0
Одежда,ML76-3612,Лонгслив женский 7/6 Maya Longsleeve - Lavander Haze,7/6,3592 ₽,https://saletennis.com/catalog/product/longhsliv-zhienskii-7-6-maya-longsleeve-lavander-haze-17899,XXS: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 1 шт | XS: Санкт-Петербург (Спортивная) - 2 шт | Основной склад Екатеринбург - 3 шт | S: Санкт-Петербург (Спортивная) - 2 шт | M: Основной склад Екатеринбург - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | L: Основной склад Екатеринбург - 2 шт | Санкт-Петербург (Спортивная) - 2 шт | XL: Санкт-Петербург (Спортивная) - 2 шт | Основной склад Екатеринбург - 1 шт,19.0,data\product_images\a6df48e8ee5f.png,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Одежда,KS76-4718,Юбка женская 7/6 Kris Skirt - Hydro,7/6,5990 ₽,https://saletennis.com/catalog/product/iubka-zhienskaia-7-6-kris-skirt-hydro-19290,XXS: Тюмень (Народная) - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | XS: Санкт-Петербург (Спортивная) - 1 шт | Парина - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Соболева - 1 шт | Ижевск - 1 шт | Тюмень (Народная) - 2 шт | S: Санкт-Петербург (Спортивная) - 1 шт | Соболева - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Тюмень (Народная) - 1 шт | Бисертская - 1 шт | Елизаветенское шоссе - 1 шт | Парина - 1 шт | Уфа - 1 шт | M: Тюмень (Народная) - 2 шт | Елизаветенское шоссе - 1 шт | Ижевск - 1 шт | Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Бисертская - 1 шт | Уфа - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | L: Санкт-Петербург (Ярослава Гашека) - 1 шт | Ижевск - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,32.0,data\product_images\06d77033b2c4.png,5.0,6.0,0.0,2.0,3.0,2.0,2.0,7.0,2.0,3.0
Одежда,62GAB500-16,Футболка мужская Mizuno Mugen Shadow - Estate Blue,Mizuno,3490 ₽,https://saletennis.com/catalog/product/futbolka-muzhskaia-mizuno-mugen-shadow-estate-blue-17442,L: Основной склад Екатеринбург - 1 шт,1.0,data\product_images\18a75bbd18b0.png,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Одежда,AS276-100,Шорты под платье 7/6 Ana Shorts 2.0 - White,7/6,2392 ₽,https://saletennis.com/catalog/product/shorty-pod-plat-ie-7-6-ana-shorts-2-0-white-17129,XXS: Санкт-Петербург (Спортивная) - 1 шт | Тюмень (Народная) - 2 шт | Ижевск - 1 шт | XS: Санкт-Петербург (Спортивная) - 1 шт | Тюмень (Народная) - 2 шт | Санкт-Петербург (Ярослава Гашека) - 2 шт | S: Тюмень (Народная) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | M: Санкт-Петербург (Ярослава Гашека) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | L: Санкт-Петербург (Ярослава Гашека) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт | Уфа - 1 шт,18.0,data\product_images\0f18214279a7.png,5.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0
Одежда,FZ6509-323,Брюки женские Nike Court Heritage Windrunner - Fir,Nike,11490 ₽,https://saletennis.com/catalog/product/briuki-zhienskiie-nike-court-heritage-windrunner-fir-18472,XS: Санкт-Петербург (Спортивная) - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт,2.0,data\product_images\7419a0c8c5a6.png,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Одежда,DR10217913035073,Футболка мужская Diadora SS Score T-Shirt - Lime/Black/White,Не определен,1490 ₽,https://saletennis.com/catalog/product/futbolka-muzhskaia-diadora-ss-score-t-shirt-lime-black-white-15187,S: Основной склад Екатеринбург - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | M: Основной склад Екатеринбург - 1 шт | L: Основной склад Екатеринбург - 1 шт,4.0,data\product_images\15892a78d0c3.png,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Одежда,FB5598-345,Кепка Nike Dri-FIT ADV Club Cap - Dusty Cactus,Nike,4490 ₽,https://saletennis.com/catalog/product/kiepka-nike-dri-fit-adv-club-cap-dusty-cactus-17663,L/XL: Соболева - 1 шт,1.0,data\product_images\7e4adcbf8d78.png,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Одежда,GST76-4405,Майка детская 7/6 Polya Sleeveless T-shirt - Misty Blue,7/6,2490 ₽,https://saletennis.com/catalog/product/maika-dietskaia-7-6-polya-sleeveless-t-shirt-misty-blue-19401,XS: Уфа - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Ижевск - 1 шт | Соболева - 1 шт | Тюмень (Народная) - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | S: Тюмень (Народная) - 2 шт | Уфа - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 1 шт | Парина - 1 шт | Соболева - 1 шт | M: Уфа - 1 шт | Ижевск - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 2 шт | Парина - 1 шт | L: Санкт-Петербург (Ярослава Гашека) - 1 шт | Уфа - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Ижевск - 1 шт | Соболева - 1 шт | Парина - 1 шт | Основной склад Екатеринбург - 2 шт | Тюмень (Народная) - 2 шт | XL: Санкт-Петербург (Спортивная) - 1 шт | Ижевск - 1 шт | Уфа - 1 шт | Парина - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Основной склад Екатеринбург - 1 шт,38.0,data\product_images\a7f3145d30da.png,5.0,5.0,6.0,3.0,4.0,0.0,0.0,6.0,5.0,4.0
Одежда,FZ6917-229,Шорты мужские Nike Court Victory 9in - Light Khaki,Nike,4490 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-nike-court-victory-9in-light-khaki-17694,S: Тюмень (Народная) - 1 шт | M: Уфа - 1 шт | L: Тюмень (Народная) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Уфа - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,6.0,data\product_images\7fb9d8353010.png,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Одежда,SH7760-5923,Шорты мужские 7/6 Miran Shorts 7 - Dark Green,7/6,2245 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-7-6-miran-shorts-7-dark-green-17883,XXL: Тюмень (Народная) - 1 шт,1.0,data\product_images\6ce95f3a2a1d.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Одежда,SH9760-1632,Шорты мужские 7/6 Miran Shorts 9 - Shell Pink,7/6,4990 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-7-6-miran-shorts-9-shell-pink-19306,S: Санкт-Петербург (Ярослава Гашека) - 1 шт | Елизаветенское шоссе - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Парина - 1 шт | Уфа - 1 шт | Соболева - 1 шт | M: Бисертская - 1 шт | Ижевск - 2 шт | Тюмень (Народная) - 3 шт | Парина - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | Соболева - 2 шт | Уфа - 1 шт | Елизаветенское шоссе - 2 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Основной склад Екатеринбург - 3 шт | L: Елизаветенское шоссе - 2 шт | Парина - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Тюмень (Народная) - 3 шт | Уфа - 2 шт | Ижевск - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | Соболева - 2 шт | XL: Тюмень (Народная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Ижевск - 1 шт | Парина - 1 шт | Бисертская - 1 шт | Основной склад Екатеринбург - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | Елизаветенское шоссе - 1 шт | XXL: Санкт-Петербург (Ярослава Гашека) - 1 шт | Уфа - 1 шт | Соболева - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Бисертская - 1 шт,52.0,data\product_images\4657a1e00e0e.png,5.0,5.0,5.0,6.0,5.0,3.0,6.0,7.0,5.0,5.0
Одежда,AS276-4800,Шорты под платье 7/6 Ana Shorts 2.0 - Pink,7/6,2392 ₽,https://saletennis.com/catalog/product/shorty-pod-plat-ie-7-6-ana-shorts-2-0-pink-17947,XXS: Основной склад Екатеринбург - 3 шт | XS: Основной склад Екатеринбург - 4 шт | Санкт-Петербург (Спортивная) - 1 шт | S: Основной склад Екатеринбург - 4 шт | M: Основной склад Екатеринбург - 2 шт | L: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 1 шт,16.0,data\product_images\2a8783922ad0.png,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Одежда,W1390018,Юбка женская Bidi Badu Kaleido - White/Mixed,Bidi Badu,1490 ₽,https://saletennis.com/catalog/product/iubka-zhienskaia-bidi-badu-kaleido-white-mixed-17234,XS: Санкт-Петербург (Спортивная) - 1 шт,1.0,data\product_images\c4a24238c8a8.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Одежда,FZ6463-331,Платье женское Nike Court Slam - Luminous Green,Nike,11490 ₽,https://saletennis.com/catalog/product/plat-ie-zhienskoie-nike-court-slam-luminous-green-17843,M: Ижевск - 1 шт,1.0,data\product_images\7886a5ebbb8f.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Одежда,62GBA21564,Шорты женские Mizuno Flex Short - Lilac Chiffon,Mizuno,2790 ₽,https://saletennis.com/catalog/product/shorty-zhienskiie-mizuno-flex-short-lilac-chiffon-16335,S: Основной склад Екатеринбург - 1 шт | M: Основной склад Екатеринбург - 1 шт,2.0,data\product_images\cc849de031cf.png,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Одежда,MJJ76-4718,Кофта мужская 7/6 Jackie Jacket Men - Hydro,7/6,10990 ₽,https://saletennis.com/catalog/product/kofta-muzhskaia-7-6-jackie-jacket-men-hydro-19376,S: Елизаветенское шоссе - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Уфа - 1 шт | M: Тюмень (Народная) - 1 шт | Уфа - 1 шт | Соболева - 1 шт | Елизаветенское шоссе - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | L: Соболева - 1 шт | Елизаветенское шоссе - 1 шт | Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Тюмень (Народная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Уфа - 1 шт | Ижевск - 1 шт | XL: Уфа - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Соболева - 1 шт | Елизаветенское шоссе - 1 шт | Парина - 1 шт | XXL: Санкт-Петербург (Спортивная) - 1 шт | Соболева - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Елизаветенское шоссе - 1 шт,28.0,data\product_images\635a6aebf55b.png,4.0,5.0,0.0,4.0,3.0,0.0,5.0,2.0,4.0,1.0
Одежда,IH2085-010,Футболка мужская Nike Court Heritage Tennis T-Shirt - Black,Nike,4990 ₽,https://saletennis.com/catalog/product/futbolka-muzhskaia-nike-court-heritage-tennis-t-shirt-black-18859,M: Санкт-Петербург (Спортивная) - 1 шт | L: Уфа - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Тюмень (Народная) - 1 шт | Соболева - 1 шт,5.0,data\product_images\5f4c3aab3dbe.jpg,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Одежда,FD5574-222,Юбка женская Nike Court Victory Skirt - Medium Olive/White,Nike,7990 ₽,https://saletennis.com/catalog/product/iubka-zhienskaia-nike-court-victory-skirt-medium-olive-white-18449,S: Парина - 1 шт,1.0,data\product_images\7c9d3a053dd1.png,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Одежда,FZ6923-229,Футболка мужская Nike Court Victory Printed - Light Khaki,Nike,4490 ₽,https://saletennis.com/catalog/product/futbolka-muzhskaia-nike-court-victory-printed-light-khaki-17702,M: Санкт-Петербург (Спортивная) - 1 шт,1.0,data\product_images\6c8db5b38913.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Одежда,W1330002,Футболка женская Bidi Badu Crew V-Neck - Pink,Bidi Badu,2490 ₽,https://saletennis.com/catalog/product/futbolka-zhienskaia-bidi-badu-crew-v-neck-pink-17228,XS: Основной склад Екатеринбург - 1 шт,1.0,data\product_images\0822aedc01fe.png,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Одежда,MD276-1215,Платье женское 7/6 Mari Dress 2.0 - Shaved Chocolate,7/6,6990 ₽,https://saletennis.com/catalog/product/plat-ie-zhienskoie-7-6-mari-dress-2-0-shaved-chocolate-19283,XXS: Санкт-Петербург (Спортивная) - 1 шт | XS: Санкт-Петербург (Ярослава Гашека) - 1 шт | Елизаветенское шоссе - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Тюмень (Народная) - 1 шт | Парина - 1 шт | Уфа - 1 шт | S: Основной склад Екатеринбург - 1 шт | Тюмень (Народная) - 2 шт | Бисертская - 1 шт | Соболева - 1 шт | Елизаветенское шоссе - 1 шт | Уфа - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | M: Соболева - 1 шт | Санкт-Петербург (Спортивная) - 2 шт | Уфа - 1 шт | Парина - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Бисертская - 1 шт | Основной склад Екатеринбург - 1 шт | Елизаветенское шоссе - 1 шт | Тюмень (Народная) - 1 шт | L: Парина - 1 шт | Санкт-Петербург (Спортивная) - 2 шт | Соболева - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,31.0,data\product_images\b51a01ddb6f5.png,3.0,8.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,0.0
Одежда,W1580001,Майка женская Bidi Badu Colortwist - Pink/Navy,Bidi Badu,1490 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-bidi-badu-colortwist-pink-navy-15261,S: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 1 шт,2.0,data\product_images\19280bc1f732.png,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Одежда,M1470009-DBLRD,Шорты мужские Bidi Badu New York 2024 7'' - Blue/Red,Bidi Badu,2596 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-bidi-badu-new-york-2024-7-blue-red-16455,XL: Санкт-Петербург (Спортивная) - 1 шт,1.0,data\product_images\a7f60b448ed7.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Одежда,62GAC501-45,Футболка мужская Mizuno Daybreakers Graphic - Vibrant Yellow,Mizuno,3493 ₽,https://saletennis.com/catalog/product/futbolka-muzhskaia-mizuno-daybreakers-graphic-vibrant-yellow-18409,M: Тюмень (Народная) - 1 шт | Основной склад Екатеринбург - 1 шт,2.0,data\product_images\18aec81eae6c.png,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Одежда,SH7760-4056,Шорты мужские 7/6 Miran Shorts 7 - Blue Lolite,7/6,2245 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-7-6-miran-shorts-7-blue-lolite-17882,S: Основной склад Екатеринбург - 1 шт | M: Основной склад Екатеринбург - 2 шт | L: Основной склад Екатеринбург - 1 шт | Санкт-Петербург (Спортивная) - 1 шт,5.0,data\product_images\0e93144ab7a8.png,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Одежда,ND276-1304,Платье женское 7/6 Nika Dress 2.0 - Pearl,7/6,5490 ₽,https://saletennis.com/catalog/product/plat-ie-zhienskoie-7-6-nika-dress-2-0-pearl-19390,XXS: Санкт-Петербург (Спортивная) - 1 шт | XS: Тюмень (Народная) - 2 шт | Ижевск - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Парина - 1 шт | Соболева - 1 шт | S: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 1 шт | Уфа - 1 шт | Ижевск - 1 шт | Елизаветенское шоссе - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Тюмень (Народная) - 2 шт | Парина - 1 шт | Соболева - 1 шт | M: Ижевск - 1 шт | Уфа - 1 шт | Тюмень (Народная) - 2 шт | Парина - 1 шт | Санкт-Петербург (Спортивная) - 2 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | L: Санкт-Петербург (Спортивная) - 1 шт | Парина - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,29.0,data\product_images\87dfee0b0b39.png,3.0,7.0,1.0,2.0,4.0,0.0,1.0,6.0,2.0,3.0
Одежда,G1620029,Футболка для девочки Bidi Badu New York 2024 Chill - Blue/Red,Bidi Badu,1596 ₽,https://saletennis.com/catalog/product/futbolka-dlia-dievochki-bidi-badu-new-york-2024-chill-blue-red-16433,164: Санкт-Петербург (Спортивная) - 1 шт,1.0,data\product_images\c22064be9a9e.png,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Одежда,ND76-0116,Платье женское 7/6 Nika Dress - Light Green,7/6,2490 ₽,https://saletennis.com/catalog/product/plat-ie-zhienskoie-7-6-nika-dress-light-green-17926,XXS: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 4 шт | XS: Основной склад Екатеринбург - 6 шт | Санкт-Петербург (Спортивная) - 1 шт | S: Основной склад Екатеринбург - 5 шт | M: Основной склад Екатеринбург - 5 шт | L: Основной склад Екатеринбург - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,24.0,data\product_images\ca304e16c0d4.png,0.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Одежда,G1580023-DBLBL,Майка детская Bidi Badu Beach Spirit - Darkblue,Bidi Badu,1380 ₽,https://saletennis.com/catalog/product/maika-dietskaia-bidi-badu-beach-spirit-darkblue-15759,152: Парина - 1 шт,1.0,data\product_images\a47e603f5b34.png,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Одежда,WJJ76-4718,Кофта женская 7/6 Jackie Jacket Women - Hydro,7/6,10990 ₽,https://saletennis.com/catalog/product/kofta-zhienskaia-7-6-jackie-jacket-women-hydro-19372,XXS: Санкт-Петербург (Ярослава Гашека) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | XS: Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Елизаветенское шоссе - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | S: Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Уфа - 1 шт | Елизаветенское шоссе - 1 шт | Ижевск - 1 шт | Тюмень (Народная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | M: Санкт-Петербург (Ярослава Гашека) - 1 шт | Тюмень (Народная) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Уфа - 1 шт | Елизаветенское шоссе - 1 шт | L: Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | XL: Санкт-Петербург (Ярослава Гашека) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт,22.0,data\product_images\63776041dd92.png,6.0,6.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,1.0
Одежда,HM6740-610,"Шорты мужские Nike Dri-Fit Slam Shorts 6"" - Bordeaux",Nike,7868 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-nike-dri-fit-slam-shorts-6-bordeaux-18335,S: Парина - 1 шт | M: Уфа - 1 шт | XL: Уфа - 1 шт | Санкт-Петербург (Спортивная) - 1 шт,4.0,data\product_images\f06dbfa25636.png,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
Одежда,II3469-006,Юбка женская Nike Court Slam High-Waisted Skirt - Steam/Black,Nike,10990 ₽,https://saletennis.com/catalog/product/iubka-zhienskaia-nike-court-slam-high-waisted-skirt-steam-black-19265,S: Тюмень (Народная) - 1 шт | Соболева - 1 шт | M: Уфа - 1 шт | L: Тюмень (Народная) - 1 шт,4.0,data\product_images\4a0ceb1132a8.png,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
Одежда,DR102179115C0013,Майка женская Diadora L. Tank Icon - White,Не определен,2990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-diadora-l-tank-icon-white-15317,XS: Основной склад Екатеринбург - 1 шт,1.0,data\product_images\dca6b615569e.png,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Одежда,FZ6910-435,Футболка мужская Nike Court Advantage Top - Light Photo Blue/Hydrogen Blue,Nike,7990 ₽,https://saletennis.com/catalog/product/futbolka-muzhskaia-nike-court-advantage-top-light-photo-blue-hydrogen-blue-19223,M: Соболева - 1 шт | Парина - 1 шт | L: Ижевск - 1 шт,3.0,data\product_images\37138ffcd237.jpg,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
