Категория,Артикул,Название,Бренд,Цена,Ссылка,Размеры и наличие,Всего,Фото,Санкт-Петербург (Ярослава Гашека),Санкт-Петербург (Спортивная),Екатеринбург (Основной склад),Екатеринбург (Соболева),Екатеринбург (Парина),Екатеринбург (Бисертская),Екатеринбург (Елизаветинское шоссе),Тюмень (Народная),Уфа,Ижевск
Теннисные струны,SH12-RD,"Теннисная струна 7/6 Shark - Red 1,25 200 метров",7/6,10490 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-7-6-shark-red-1-25-200-mietrov-15046,Соболева: 1 боб | Санкт-Петербург (Ярослава Гашека): 1 боб | Уфа: 1 боб | Ижевск: 1 боб,4.0,public/data/product_images/88e92d5d0c45.webp,1.0,0.0,0,1.0,0.0,0.0,0,0.0,1.0,1.0
Теннисные струны,7060ST-120TB,"Теннисная струна 7/6 Tour - Black 1,25 12 метров",7/6,790 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-7-6-tour-black-1-25-12-mietrov-13151,Тюмень: 9 сет | Санкт-Петербург (Спортивная): 3 сет | Санкт-Петербург (Ярослава Гашека): 3 сет | Основной склад Екатеринбург: 6 сет,21.0,public/data/product_images/b750320a6b29.webp,3.0,3.0,6,0.0,0.0,0.0,0,9.0,0.0,0.0
Теннисные струны,241143,Теннисная струна Babolat Addixion 1.25 12 метров,Babolat,1690 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-addixion-1-25-12-mietrov-13497,Парина: 8 сет | Ижевск: 1 сет,9.0,public/data/product_images/2ff584d4c997.webp,0.0,0.0,0,0.0,8.0,0.0,0,0.0,0.0,1.0
Теннисные струны,243142,"Теннисная струна Babolat PRO LAST - Grey 1,25 12 м",Babolat,690 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-pro-last-grey-1-25-12-m-11996,Бисертская: 15 сет,15.0,public/data/product_images/8a27432f026c.webp,0.0,0.0,0,0.0,0.0,15.0,0,0.0,0.0,0.0
Теннисные струны,241136,"Теннисная струна Babolat RPM Blast Rough Red 1,25 12 метров",Babolat,2290 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-blast-rough-red-1-25-12-mietrov-5639,Санкт-Петербург (Спортивная): 12 сет | Парина: 1 сет,13.0,public/data/product_images/8088ac5e6d48.webp,0.0,12.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0
Теннисные струны,243140,"Теннисная струна Babolat RPM Blast Rough Red 1,25 200 метров",Babolat,19992 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-blast-rough-red-1-25-200-mietrov-5948,Парина: 1 боб,1.0,public/data/product_images/41d305075695.webp,0.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0
Теннисные струны,241136,"Теннисная струна Babolat RPM Blast Rough Red 1,30 12 метров",Babolat,2290 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-blast-rough-red-1-30-12-mietrov-5640,Соболева: 13.5 сет | Тюмень (Народная): 11 сет,24.5,public/data/product_images/12812f505fb9.webp,0.0,0.0,0,13.5,0.0,0.0,0,11.0,0.0,0.0
Теннисные струны,243140,"Теннисная струна Babolat RPM Blast Rough Red 1,30 200 метров",Babolat,19992 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-blast-rough-red-1-30-200-mietrov-6852,Тюмень: 1 боб | Санкт-Петербург (Спортивная): 1 боб,2.0,public/data/product_images/f546d9e88834.webp,0.0,1.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0
Теннисные струны,241136-201,"Теннисная струна Babolat RPM Blast Rough Red 1,35 12 метров",Babolat,2290 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-blast-rough-red-1-35-12-mietrov-6871,Санкт-Петербург (Спортивная): 7.5 сет | Ижевск: 6 сет,13.5,public/data/product_images/64f4983020c2.webp,0.0,7.5,0,0.0,0.0,0.0,0,0.0,0.0,6.0
Теннисные струны,241136,"Теннисная струна Babolat RPM Blast Rough Yellow 1,25 12 метров",Babolat,2290 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-blast-rough-yellow-1-25-12-mietrov-5641,Санкт-Петербург (Спортивная): 12 сет,12.0,public/data/product_images/951d69ec560d.webp,0.0,12.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Теннисные струны,241136,"Теннисная струна Babolat RPM Blast Rough Yellow 1,30 12 метров",Babolat,2290 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-blast-rough-yellow-1-30-12-mietrov-5642,Парина: 12 сет | Санкт-Петербург (Спортивная): 6.5 сет | Бисертская: 1 сет | Уфа: 3.5 сет | Соболева: 3 сет,26.0,public/data/product_images/94deb2af43b5.webp,0.0,6.5,0,3.0,12.0,1.0,0,0.0,3.5,0.0
Теннисные струны,243140,"Теннисная струна Babolat RPM Blast Rough Yellow 1,30 200 метров",Babolat,19992 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-blast-rough-yellow-1-30-200-mietrov-6853,Соболева: 1 боб | Ижевск: 1 боб | Парина: 1 боб | Санкт-Петербург (Спортивная): 1 боб,4.0,public/data/product_images/d75c96552434.webp,0.0,1.0,0,1.0,1.0,0.0,0,0.0,0.0,1.0
Теннисные струны,241136-113,"Теннисная струна Babolat RPM Blast Rough Yellow 1,35 12 метров",Babolat,2290 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-blast-rough-yellow-1-35-12-mietrov-6872,Бисертская: 3 сет | Тюмень (Народная): 3 сет | Парина: 3 сет,9.0,public/data/product_images/fe3b699f60ec.webp,0.0,0.0,0,0.0,3.0,3.0,0,3.0,0.0,0.0
Теннисные струны,243141-101,"Теннисная струна Babolat RPM Hurricane - White 1,25 12 метров",Babolat,1390 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-hurricane-white-1-25-12-mietrov-15797,Ижевск: 3 сет | Тюмень (Народная): 0.5 сет,3.5,public/data/product_images/2ca1c064e928.webp,0.0,0.0,0,0.0,0.0,0.0,0,0.5,0.0,3.0
Теннисные струны,243141,"Теннисная струна Babolat RPM Hurricane - Yellow 1,25 12 метров",Babolat,1590 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-hurricane-yellow-1-25-12-mietrov-15855,Санкт-Петербург (Спортивная): 10.5 сет | Уфа: 6 сет | Ижевск: 15 сет | Тюмень (Народная): 14.5 сет,46.0,public/data/product_images/71f4a1508416.webp,0.0,10.5,0,0.0,0.0,0.0,0,14.5,6.0,15.0
Теннисные струны,243141,"Теннисная струна Babolat RPM Hurricane - Yellow 1,30 12 метров",Babolat,1590 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-hurricane-yellow-1-30-12-mietrov-10293,Тюмень (Народная): 16 сет | Уфа: 12 сет | Соболева: 4 сет | Парина: 10 сет,42.0,public/data/product_images/508fc85605dd.webp,0.0,0.0,0,4.0,10.0,0.0,0,16.0,12.0,0.0
Теннисные струны,243141-113,"Теннисная струна Babolat RPM Hurricane - Yellow 1,35 12 метров",Babolat,1590 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-hurricane-yellow-1-35-12-mietrov-12676,Санкт-Петербург (Спортивная): 16 сет,16.0,public/data/product_images/84fd8a10a978.webp,0.0,16.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Теннисные струны,241139-336,"Теннисная струна Babolat RPM Power Brown 1,25 12 метров",Babolat,1950 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-power-brown-1-25-12-mietrov-9835,Парина: 8 сет | Соболева: 1 сет | Бисертская: 3 сет | Ижевск: 5 сет,17.0,public/data/product_images/80061cc6b1ff.webp,0.0,0.0,0,1.0,8.0,3.0,0,0.0,0.0,5.0
Теннисные струны,241139-336,"Теннисная струна Babolat RPM Power Brown 1,30 12 метров",Babolat,1950 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-power-brown-1-30-12-mietrov-9836,Парина: 1 сет | Санкт-Петербург (Спортивная): 4 сет,5.0,public/data/product_images/3c1a6dc29b27.webp,0.0,4.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0
Теннисные струны,241139,"Теннисная струна Babolat RPM Power - Electric Blue 1,30 12 метров",Babolat,1950 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-power-electric-blue-1-30-12-mietrov-10497,Соболева: 1 сет | Бисертская: 10.5 сет | Санкт-Петербург (Спортивная): 1 сет,12.5,public/data/product_images/4957bf9617ff.webp,0.0,1.0,0,1.0,0.0,10.5,0,0.0,0.0,0.0
Теннисные струны,241146,"Теннисная струна Babolat RPM Soft 1,25 12 метров",Babolat,1365 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-soft-1-25-12-mietrov-12695,Ижевск: 7 сет | Тюмень (Народная): 3 сет | Парина: 1 сет | Санкт-Петербург (Спортивная): 7 сет,18.0,public/data/product_images/4654bd2c9f46.webp,0.0,7.0,0,0.0,1.0,0.0,0,3.0,0.0,7.0
Теннисные струны,241146,"Теннисная струна Babolat RPM Soft 1,30 12 метров",Babolat,975 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-soft-1-30-12-mietrov-12697,Парина: 13 сет | Ижевск: 5 сет | Тюмень (Народная): 15 сет | Санкт-Петербург (Спортивная): 10 сет | Уфа: 12 сет | Бисертская: 15 сет | Санкт-Петербург (Ярослава Гашека): 13.5 сет,83.5,public/data/product_images/b075f3be711c.webp,13.5,10.0,0,0.0,13.0,15.0,0,15.0,12.0,5.0
Теннисные струны,243146,"Теннисная струна Babolat RPM Soft 1,30 200 метров",Babolat,14245 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-soft-1-30-200-mietrov-12698,Парина: 1 боб,1.0,public/data/product_images/4e6d727cd1a2.webp,0.0,0.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0
Теннисные струны,241108,"Теннисная струна Babolat RPM Team Black 1,30 12 метров",Babolat,1850 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-rpm-team-black-1-30-12-mietrov-6721,Парина: 5 сет | Ижевск: 4 сет | Тюмень (Народная): 5 сет | Бисертская: 0.5 сет,14.5,public/data/product_images/c603897cd41f.webp,0.0,0.0,0,0.0,5.0,0.5,0,5.0,0.0,4.0
Теннисные струны,243144,"Теннисная струна Babolat Syn Gut - Black 1,25 12 метров",Babolat,890 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-syn-gut-black-1-25-12-mietrov-14825,Санкт-Петербург (Ярослава Гашека): 1 сет | Санкт-Петербург (Спортивная): 4.5 сет | Парина: 13 сет,18.5,public/data/product_images/e3d088e4cafa.webp,1.0,4.5,0,0.0,13.0,0.0,0,0.0,0.0,0.0
Теннисные струны,243144,"Теннисная струна Babolat Syn Gut - Black 1,30 12 метров",Babolat,890 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-syn-gut-black-1-30-12-mietrov-14843,Санкт-Петербург (Спортивная): 16 сет,16.0,public/data/product_images/041b2c5a2924.webp,0.0,16.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Теннисные струны,243144-156,"Теннисная струна Babolat Syn Gut - Pink 1,30 12 метров",Babolat,890 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-syn-gut-pink-1-30-12-mietrov-12138,Соболева: 1 сет,1.0,public/data/product_images/f69dfc0b3750.webp,0.0,0.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0
Теннисные струны,243144-104,"Теннисная струна Babolat Syn Gut - Red 1,30 12 метров",Babolat,890 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-syn-gut-red-1-30-12-mietrov-12892,Санкт-Петербург (Спортивная): 3 сет,3.0,public/data/product_images/a54c97d77dbc.webp,0.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Теннисные струны,241145,"Теннисная струна Babolat SYNTHETIC GUT FORCE Natural 1,30 12 метров",Babolat,890 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-synthetic-gut-force-natural-1-30-12-mietrov-11201,Санкт-Петербург (Ярослава Гашека): 16 сет | Уфа: 1 сет | Парина: 2 сет,19.0,public/data/product_images/95976ba6d14b.webp,16.0,0.0,0,0.0,2.0,0.0,0,0.0,1.0,0.0
Теннисные струны,243144,"Теннисная струна Babolat SYNTHETIC GUT White 1,25 12 метров",Babolat,890 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-synthetic-gut-white-1-25-12-mietrov-11024,Тюмень (Народная): 0.5 сет | Санкт-Петербург (Спортивная): 1 сет,1.5,public/data/product_images/a119ea62358b.webp,0.0,1.0,0,0.0,0.0,0.0,0,0.5,0.0,0.0
Теннисные струны,241110,"Теннисная струна Babolat Xcel 1,30 12 метров",Babolat,2890 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-babolat-xcel-1-30-12-mietrov-4940,Парина: 4 сет,4.0,public/data/product_images/b9c0daf8618a.webp,0.0,0.0,0,0.0,4.0,0.0,0,0.0,0.0,0.0
Теннисные струны,281006-16NT,"Теннисная струна Head FXP Natural 1,30 12 метров",Head,1369 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-fxp-natural-1-30-12-mietrov-9064,Санкт-Петербург (Спортивная): 1 сет,1.0,public/data/product_images/d5bb2c98e38e.webp,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Теннисные струны,281113,"Теннисная струна Head HAWK 1,20 200 метров",Head,20242 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-1-20-200-mietrov-17592,Санкт-Петербург (Спортивная): 1 боб,1.0,public/data/product_images/bc2513f43e66.webp,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Теннисные струны,281113-BK,"Теннисная струна Head HAWK - Black 1,25 200 метров",Head,18622 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-black-1-25-200-mietrov-17977,Ижевск: 1 боб | Соболева: 1 боб | Парина: 1 боб | Санкт-Петербург (Спортивная): 1 боб,4.0,public/data/product_images/2633f1f06dd5.webp,0.0,1.0,0,1.0,1.0,0.0,0,0.0,0.0,1.0
Теннисные струны,281103-BK,"Теннисная струна Head HAWK Black 1,30 12 метров",Head,1612 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-black-1-30-12-mietrov-19101,Соболева: 3 сет | Санкт-Петербург (Спортивная): 11 сет | Парина: 3 сет | Ижевск: 17 сет | Бисертская: 3 сет | Тюмень: 2.5 сет,39.5,public/data/product_images/02275bf7de4c.webp,0.0,11.0,0,3.0,3.0,3.0,0,2.5,0.0,17.0
Теннисные струны,281032-PT,"Теннисная струна Head Hawk Power 1,25 200 метров",Head,20242 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-power-1-25-200-mietrov-18231,Санкт-Петербург (Спортивная): 1 боб,1.0,public/data/product_images/0df354c5de31.webp,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Теннисные струны,281032-PT,"Теннисная струна Head Hawk Power 1,30 200 метров",Head,20242 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-power-1-30-200-mietrov-18232,Санкт-Петербург (Спортивная): 1 боб | Парина: 1 боб | Соболева: 1 боб,3.0,public/data/product_images/c0882df42283.webp,0.0,1.0,0,1.0,1.0,0.0,0,0.0,0.0,0.0
Теннисные струны,281022-PT,"Теннисная струна Head Hawk Power - Petrol 1,25 12 метров",Head,1612 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-power-petrol-1-25-12-mietrov-17548,Санкт-Петербург (Ярослава Гашека): 13 сет | Ижевск: 5 сет | Парина: 0.5 сет | Соболева: 1 сет | Санкт-Петербург (Спортивная): 2.5 сет,22.0,public/data/product_images/ddfac073af22.webp,13.0,2.5,0,1.0,0.5,0.0,0,0.0,0.0,5.0
Теннисные струны,281022-PT,"Теннисная струна Head Hawk Power - Petrol 1,30 12 метров",Head,1612 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-power-petrol-1-30-12-mietrov-18150,Парина: 15 сет | Ижевск: 5 сет | Санкт-Петербург (Ярослава Гашека): 16 сет | Соболева: 5 сет | Бисертская: 2 сет | Санкт-Петербург (Спортивная): 18 сет | Тюмень (Народная): 2 сет,63.0,public/data/product_images/de0b62f03292.webp,16.0,18.0,0,5.0,15.0,2.0,0,2.0,0.0,5.0
Теннисные струны,281204-18AN,"Теннисная струна Head Hawk Touch Antracite 1,20 12 метров",Head,1612 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-touch-antracite-1-20-12-mietrov-12950,Парина: 12 сет | Ижевск: 2 сет | Бисертская: 1 сет | Санкт-Петербург (Спортивная): 8 сет | Тюмень (Народная): 4 сет | Соболева: 1 сет | Уфа: 2 сет,30.0,public/data/product_images/a4da0bfdd35d.webp,0.0,8.0,0,1.0,12.0,1.0,0,4.0,2.0,2.0
Теннисные струны,281234-AN,"Теннисная струна Head Hawk Touch Antracite 1,20 200 метров",Head,19027 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-touch-antracite-1-20-200-mietrov-10646,Парина: 1 боб | Бисертская: 1 боб,2.0,public/data/product_images/84dfa8ba5a31.webp,0.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0
Теннисные струны,281204-17AN,"Теннисная струна Head Hawk Touch Antracite 1,25 12 метров",Head,1612 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-touch-antracite-1-25-12-mietrov-7403,Бисертская: 4 сет | Санкт-Петербург (Спортивная): 11 сет,15.0,public/data/product_images/4f38b22d5429.webp,0.0,11.0,0,0.0,0.0,4.0,0,0.0,0.0,0.0
Теннисные струны,281204-16AN,"Теннисная струна Head Hawk Touch Antracite 1,30 12 метров",Head,1612 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-touch-antracite-1-30-12-mietrov-12951,Тюмень: 13 сет | Парина: 13 сет | Тюмень (Народная): 14.5 сет | Соболева: 13 сет | Ижевск: 6 сет | Уфа: 8 сет | Санкт-Петербург (Спортивная): 8 сет,75.5,public/data/product_images/668c0240b4fd.webp,0.0,8.0,0,13.0,13.0,0.0,0,27.5,8.0,6.0
Теннисные струны,281234-AN,"Теннисная струна Head Hawk Touch Antracite 1,30 200 метров",Head,18622 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-touch-antracite-1-30-200-mietrov-12952,Ижевск: 1 боб | Парина: 1 боб | Основной склад Екатеринбург: 1 боб,3.0,public/data/product_images/82aba23b276c.webp,0.0,0.0,1,0.0,1.0,0.0,0,0.0,0.0,1.0
Теннисные струны,281103-WH,"Теннисная струна Head Hawk - White 1,20 12 метров",Head,1612 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-white-1-20-12-mietrov-1-18007,Бисертская: 6 сет | Ижевск: 1 сет | Санкт-Петербург (Спортивная): 6 сет | Соболева: 2.5 сет | Тюмень (Народная): 5 сет | Парина: 5 сет | Санкт-Петербург (Ярослава Гашека): 2 сет,27.5,public/data/product_images/411c847ef7d1.webp,2.0,6.0,0,2.5,5.0,6.0,0,5.0,0.0,1.0
Теннисные струны,281113-WH,"Теннисная струна Head Hawk White 1,20 200 метров",Head,20242 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-white-1-20-200-mietrov-10628,Санкт-Петербург (Спортивная): 1 боб,1.0,public/data/product_images/07cc54bdeed4.webp,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Теннисные струны,281113-17WH,"Теннисная струна Head Hawk White 1,25 12 метров",Head,1288 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-white-1-25-12-mietrov-1-16709,Бисертская: 12 сет | Парина: 14 сет,26.0,public/data/product_images/192427f81ab7.webp,0.0,0.0,0,0.0,14.0,12.0,0,0.0,0.0,0.0
Теннисные струны,281103-WH,"Теннисная струна Head Hawk - White 1,25 12 метров",Head,1612 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-white-1-25-12-mietrov-2-18008,Тюмень (Народная): 3.5 сет | Соболева: 5 сет | Уфа: 1 сет | Парина: 6 сет | Санкт-Петербург (Спортивная): 9 сет,24.5,public/data/product_images/0bf8a3bd30de.webp,0.0,9.0,0,5.0,6.0,0.0,0,3.5,1.0,0.0
Теннисные струны,281113-WH,"Теннисная струна Head Hawk White 1,25 200 метров",Head,18622 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-white-1-25-200-mietrov-16710,Санкт-Петербург (Спортивная): 1 боб | Ижевск: 1 боб | Парина: 1 боб,3.0,public/data/product_images/a6674a9f7e2e.webp,0.0,1.0,0,0.0,1.0,0.0,0,0.0,0.0,1.0
Теннисные струны,281103-WH,"Теннисная струна Head Hawk White 1,30 12 метров",Head,1612 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-hawk-white-1-30-12-mietrov-12954,Бисертская: 0.5 сет | Санкт-Петербург (Спортивная): 10 сет | Санкт-Петербург (Ярослава Гашека): 2 сет | Парина: 6 сет | Соболева: 3 сет | Тюмень (Народная): 1 сет,22.5,public/data/product_images/4276e34ef450.webp,2.0,10.0,0,3.0,6.0,0.5,0,1.0,0.0,0.0
Теннисные струны,281002-NT,"Теннисная струна Head IntelliTour 1,30 12 метров",Head,1369 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-intellitour-1-30-12-mietrov-19100,Санкт-Петербург (Ярослава Гашека): 15 сет | Санкт-Петербург (Спортивная): 6 сет | Парина: 6 сет,27.0,public/data/product_images/d766fcaf6b5f.webp,15.0,6.0,0,0.0,6.0,0.0,0,0.0,0.0,0.0
Теннисные струны,281794,"Теннисная струна Head LYNX 1,25 (антрацит) 12 метров",Head,1207 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-lynx-1-25-antratsit-12-mietrov-4278,Бисертская: 28 сет | Соболева: 14.5 сет | Парина: 12 сет | Тюмень (Народная): 1.5 сет | Санкт-Петербург (Спортивная): 0.5 сет,56.5,public/data/product_images/82942209e9cc.webp,0.0,0.5,0,14.5,12.0,28.0,0,1.5,0.0,0.0
Теннисные струны,281794-AN,"Теннисная струна Head LYNX (антрацит) 1,20 200 метров",Head,15382 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-lynx-antratsit-1-20-200-mietrov-18665,Санкт-Петербург (Спортивная): 1 боб,1.0,public/data/product_images/22a4ea949369.webp,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
Теннисные струны,281794-17AN,"Теннисная струна Head LYNX (антрацит) 1,25 200 метров",Head,16192 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-lynx-antratsit-1-25-200-mietrov-8793,Бисертская: 1 боб | Парина: 1 боб | Уфа: 1 боб | Санкт-Петербург (Спортивная): 1 боб,4.0,public/data/product_images/682721012d28.webp,0.0,1.0,0,0.0,1.0,1.0,0,0.0,1.0,0.0
Теннисные струны,281794-16AN,"Теннисная струна Head LYNX (антрацит) 1,30 12 метров",Head,1207 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-lynx-antratsit-1-30-12-mietrov-14129,Уфа: 12 сет | Ижевск: 21 сет | Бисертская: 5.5 сет | Соболева: 1.5 сет | Санкт-Петербург (Спортивная): 19.5 сет | Парина: 7 сет,66.5,public/data/product_images/064562a9abad.webp,0.0,19.5,0,1.5,7.0,5.5,0,0.0,12.0,21.0
Теннисные струны,281794-16AN,"Теннисная струна Head LYNX (антрацит) 1,30 200 метров",Head,15382 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-lynx-antratsit-1-30-200-mietrov-13011,Парина: 1 боб | Санкт-Петербург (Спортивная): 1 боб | Ижевск: 1 боб | Уфа: 1 боб,4.0,public/data/product_images/698463fd684c.webp,0.0,1.0,0,0.0,1.0,0.0,0,0.0,1.0,1.0
Теннисные струны,281784-BL,"Теннисная струна Head LYNX Blue 1,25 12 метров",Head,1207 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-lynx-blue-1-25-12-mietrov-15843,Санкт-Петербург (Спортивная): 6 сет | Бисертская: 4 сет | Ижевск: 2 сет | Парина: 8.5 сет | Соболева: 6 сет,26.5,public/data/product_images/e6b37f2977eb.webp,0.0,6.0,0,6.0,8.5,4.0,0,0.0,0.0,2.0
Теннисные струны,281784,"Теннисная струна Head LYNX Blue 1,30 12 метров",Head,1207 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-lynx-blue-1-30-12-mietrov-16622,Бисертская: 2 сет | Тюмень (Народная): 2 сет | Ижевск: 3 сет | Тюмень: 2 сет | Парина: 6 сет | Соболева: 8 сет | Санкт-Петербург (Спортивная): 13 сет,36.0,public/data/product_images/a0a71bd347d4.webp,0.0,13.0,0,8.0,6.0,2.0,0,4.0,0.0,3.0
Теннисные струны,281794-BL,"Теннисная струна Head LYNX (Голубой) 1,25 12 метров",Head,1207 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-lynx-goluboi-1-25-12-mietrov-12283,Тюмень: 0.5 сет | Соболева: 3 сет | Уфа: 14 сет | Парина: 15 сет,32.5,public/data/product_images/9c372b035d16.webp,0.0,0.0,0,3.0,15.0,0.0,0,0.5,14.0,0.0
Теннисные струны,281794-set-BL,"Теннисная струна Head LYNX (Голубой) 1,30 12 метров",Head,1183 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-lynx-goluboi-1-30-12-mietrov-12285,Ижевск: 6 сет | Соболева: 8 сет | Санкт-Петербург (Спортивная): 16 сет | Уфа: 10.5 сет | Бисертская: 15 сет,55.5,public/data/product_images/f6496b3fc763.webp,0.0,16.0,0,8.0,0.0,15.0,0,0.0,10.5,6.0
Теннисные струны,281794-16g-BL,"Теннисная струна Head LYNX (Голубой) 1,30 200 метров",Head,15382 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-lynx-goluboi-1-30-200-mietrov-12286,Санкт-Петербург (Спортивная): 1 боб | Парина: 1 боб,2.0,public/data/product_images/4bc8d2cbb79d.webp,0.0,1.0,0,0.0,1.0,0.0,0,0.0,0.0,0.0
Теннисные струны,281794,"Теннисная струна Head LYNX Green 1,25 200 метров",Head,15382 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-lynx-green-1-25-200-mietrov-12256,Парина: 1 боб | Бисертская: 1 боб,2.0,public/data/product_images/fcb8d333fd8e.webp,0.0,0.0,0,0.0,1.0,1.0,0,0.0,0.0,0.0
Теннисные струны,281794-16GE,"Теннисная струна Head LYNX Green 1,30 200 метров",Head,16192 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-lynx-green-1-30-200-mietrov-12257,Санкт-Петербург (Спортивная): 1 боб | Ижевск: 1 боб,2.0,public/data/product_images/eee87994f4c4.webp,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0
Теннисные струны,281784-17RD,"Теннисная струна Head LYNX (красный) 1,25 12 метров",Head,1369 ₽,https://saletennis.com/catalog/product/tiennisnaia-struna-head-lynx-krasnyi-1-25-12-mietrov-8388,Парина: 15.5 сет | Тюмень (Народная): 10 сет,25.5,public/data/product_images/c9a6c357ab19.webp,0.0,0.0,0,0.0,15.5,0.0,0,10.0,0.0,0.0
