Категория,Артикул,Название,Бренд,Цена,Ссылка,Размеры и наличие,Всего,Фото,Санкт-Петербург (Ярослава Гашека),Санкт-Петербург (Спортивная),Екатеринбург (Основной склад),Екатеринбург (Соболева),Екатеринбург (Парина),Екатеринбург (Бисертская),Екатеринбург (Елизаветинское шоссе),Тюмень (Народная),Уфа,Ижевск
Одежда,62GBB725-01,Шорты женские под платье Mizuno Tight Short - White,Mizuno,2490 ₽,https://saletennis.com/catalog/product/shorty-zhienskiie-pod-plat-ie-mizuno-tight-short-white-17479/,XS: Основной склад Екатеринбург - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | S: Основной склад Екатеринбург - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | L: Основной склад Екатеринбург - 1 шт,5,data\product_images\67ca677111ce.png,0,2,3,0,0,0,0,0,0,0
Одежда,NS76-2520,Юбка женская 7/6 Nata Skirt - Potent Purple,7/6,4990 ₽,https://saletennis.com/catalog/product/iubka-zhienskaia-7-6-nata-skirt-potent-purple-18603/,XS: Тюмень (Народная) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Уфа - 1 шт,3,data\product_images\a1988f376306.png,0,1,0,0,0,0,0,1,1,0
Одежда,W1330002,Футболка женская Bidi Badu Crew V-Neck - Navy,Bidi Badu,2490 ₽,https://saletennis.com/catalog/product/futbolka-zhienskaia-bidi-badu-crew-v-neck-navy-17227/,XS: Основной склад Екатеринбург - 1 шт,1,data\product_images\9210a637a598.png,0,0,1,0,0,0,0,0,0,0
Одежда,DD8532-376,Поло мужское Nike Rafa Logo Polo - Vapor Green,Nike,6490 ₽,https://saletennis.com/catalog/product/polo-muzhskoie-nike-rafa-logo-polo-vapor-green-17334/,XL: Бисертская - 1 шт,1,data\product_images\f8df3eaf1bdf.jpg,0,0,0,0,0,1,0,0,0,0
Одежда,MPA76-1120,Поло мужское 7/6 Andy Polo - Starfish,7/6,5990 ₽,https://saletennis.com/catalog/product/polo-muzhskoie-7-6-andy-polo-starfish-19380/,S: Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | M: Санкт-Петербург (Ярослава Гашека) - 1 шт | Основной склад Екатеринбург - 1 шт | Соболева - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Уфа - 1 шт | Ижевск - 1 шт | Тюмень (Народная) - 1 шт | Бисертская - 1 шт | Парина - 2 шт | Елизаветенское шоссе - 2 шт | L: Парина - 2 шт | Елизаветенское шоссе - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | Ижевск - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Бисертская - 1 шт | Тюмень (Народная) - 1 шт | Соболева - 1 шт | XL: Парина - 1 шт | Елизаветенское шоссе - 1 шт | Уфа - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Тюмень (Народная) - 1 шт | Соболева - 1 шт | Основной склад Екатеринбург - 2 шт | Ижевск - 1 шт | Бисертская - 1 шт | XXL: Санкт-Петербург (Спортивная) - 1 шт | Елизаветенское шоссе - 1 шт | Соболева - 1 шт | Парина - 1 шт,40,data\product_images\ab5a408be13d.png,4,5,3,4,7,3,6,3,2,3
Одежда,II3606-010,Майка женская Nike Court Advantage - Black/White,Nike,7990 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-nike-court-advantage-black-white-19209/,XS: Санкт-Петербург (Спортивная) - 1 шт | Парина - 1 шт | Тюмень (Народная) - 1 шт | S: Санкт-Петербург (Спортивная) - 1 шт | M: Уфа - 1 шт | Ижевск - 1 шт | Парина - 1 шт,7,data\product_images\acd5bc4ce568.png,0,2,0,0,2,0,0,1,1,1
Одежда,KTS76-0515,Футболка женская 7/6 Kate T-shirt - Lemon Icing,7/6,4490 ₽,https://saletennis.com/catalog/product/futbolka-zhienskaia-7-6-kate-t-shirt-lemon-icing-19393/,XXS: Санкт-Петербург (Ярослава Гашека) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Тюмень (Народная) - 1 шт | XS: Тюмень (Народная) - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Соболева - 1 шт | S: Елизаветенское шоссе - 1 шт | Уфа - 1 шт | Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Тюмень (Народная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | M: Елизаветенское шоссе - 1 шт | Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 3 шт | Тюмень (Народная) - 1 шт | Соболева - 1 шт | Бисертская - 1 шт | Уфа - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | L: Соболева - 1 шт | Уфа - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Тюмень (Народная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,31,data\product_images\0b0b17edc956.png,5,6,3,3,2,1,2,6,3,0
Одежда,FB5598-006,Кепка Nike Dri-FIT ADV Club Cap - Steam/Black,Nike,3990 ₽,https://saletennis.com/catalog/product/kiepka-nike-dri-fit-adv-club-cap-steam-black-19217/,L/XL: Тюмень (Народная) - 1 шт | Соболева - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Уфа - 1 шт | Ижевск - 1 шт | Парина - 1 шт | M/L: Парина - 1 шт,7,data\product_images\1e1418d3e08e.png,0,1,0,1,2,0,0,1,1,1
Одежда,62GBB735-09,"Шорты женские Mizuno 3"" Flex Short - Black",Mizuno,2994 ₽,https://saletennis.com/catalog/product/shorty-zhienskiie-mizuno-3-flex-short-black-17474/,M: Основной склад Екатеринбург - 1 шт | L: Основной склад Екатеринбург - 1 шт,2,data\product_images\2769316d220f.jpg,0,0,2,0,0,0,0,0,0,0
Одежда,WT76-1264,Футболка женская 7/6 Alice T-shirt - Bright Orange,7/6,1995 ₽,https://saletennis.com/catalog/product/futbolka-zhienskaia-7-6-alice-t-shirt-bright-orange-17933/,XXS: Основной склад Екатеринбург - 4 шт | Санкт-Петербург (Спортивная) - 1 шт | XS: Тюмень (Народная) - 1 шт | Санкт-Петербург (Спортивная) - 2 шт | Основной склад Екатеринбург - 4 шт | S: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 2 шт | Тюмень (Народная) - 1 шт | L: Санкт-Петербург (Спортивная) - 1 шт | XL: Тюмень (Народная) - 1 шт,18,data\product_images\cf71559dfeef.png,0,5,10,0,0,0,0,3,0,0
Одежда,KT76-0205,Топ женский 7/6 Kris Top - Cream Blossom,7/6,2495 ₽,https://saletennis.com/catalog/product/top-zhienskii-7-6-kris-top-cream-blossom-17927/,XXS: Основной склад Екатеринбург - 1 шт | Тюмень (Народная) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | XS: Основной склад Екатеринбург - 2 шт | S: Тюмень (Народная) - 1 шт | Основной склад Екатеринбург - 6 шт | Санкт-Петербург (Спортивная) - 1 шт | M: Тюмень (Народная) - 1 шт | Основной склад Екатеринбург - 4 шт | Санкт-Петербург (Спортивная) - 1 шт | L: Основной склад Екатеринбург - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,22,data\product_images\2b36107eef11.png,0,5,14,0,0,0,0,3,0,0
Одежда,MTS76-0205,Футболка для мальчиков 7/6 Max T-shirt 2.0 - Cream,7/6,2093 ₽,https://saletennis.com/catalog/product/futbolka-dlia-mal-chikov-7-6-max-t-shirt-2-0-cream-17915/,XS: Санкт-Петербург (Спортивная) - 1 шт | Соболева - 1 шт | S: Тюмень (Народная) - 2 шт | Санкт-Петербург (Спортивная) - 2 шт | Соболева - 1 шт | Основной склад Екатеринбург - 2 шт | Уфа - 1 шт | M: Основной склад Екатеринбург - 1 шт | Соболева - 1 шт | Тюмень (Народная) - 1 шт | Санкт-Петербург (Спортивная) - 2 шт | L: Санкт-Петербург (Спортивная) - 1 шт | Соболева - 1 шт | Уфа - 1 шт | Тюмень (Народная) - 1 шт | Основной склад Екатеринбург - 3 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,23,data\product_images\15c404920666.png,0,7,6,4,0,0,0,4,2,0
Одежда,WJP76-1215,Штаны женские 7/6 Jackie Pants Women - Shaved Chocolate,7/6,5990 ₽,https://saletennis.com/catalog/product/shtany-zhienskiie-7-6-jackie-pants-women-shaved-chocolate-19413/,XXS: Санкт-Петербург (Ярослава Гашека) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | XS: Санкт-Петербург (Спортивная) - 1 шт | Елизаветенское шоссе - 1 шт | Парина - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | S: Парина - 1 шт | Ижевск - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Елизаветенское шоссе - 1 шт | Уфа - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Тюмень (Народная) - 1 шт | M: Ижевск - 1 шт | Уфа - 1 шт | Елизаветенское шоссе - 1 шт | Тюмень (Народная) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | L: Парина - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | XL: Санкт-Петербург (Ярослава Гашека) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт,24,data\product_images\0c0f677505bc.png,6,6,0,0,3,0,3,2,2,2
Одежда,ND76-010,Платье женское 7/6 Nika Dress - Black,7/6,1990 ₽,https://saletennis.com/catalog/product/plat-ie-zhienskoie-7-6-nika-dress-black-17105/,XXS: Уфа - 1 шт,1,data\product_images\aacab7850084.png,0,0,0,0,0,0,0,0,1,0
Одежда,FB5598-345,Кепка Nike Dri-FIT ADV Club Cap - Dusty Cactus,Nike,4490 ₽,https://saletennis.com/catalog/product/kiepka-nike-dri-fit-adv-club-cap-dusty-cactus-17663/,L/XL: Соболева - 1 шт,1,data\product_images\b7ce34d85cd4.png,0,0,0,1,0,0,0,0,0,0
Одежда,IB1043-100,Шорты мужские Nike Court Slam 6in - White,Nike,11490 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-nike-court-slam-6in-white-19250/,L: Парина - 1 шт | XL: Уфа - 1 шт | Парина - 1 шт,3,data\product_images\edf6908b4de7.jpg,0,0,0,0,2,0,0,0,1,0
Одежда,62GAC700-61,Футболка женская Mizuno Daybreakers Printed - Coral,Mizuno,2793 ₽,https://saletennis.com/catalog/product/futbolka-zhienskaia-mizuno-daybreakers-printed-coral-18414/,XS: Уфа - 1 шт | S: Уфа - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт,3,data\product_images\c59ac983d48d.jpg,0,1,0,0,0,0,0,0,2,0
Одежда,G1580024,Майка детская Bidi Badu Spike Chill - Lilac,Bidi Badu,1196 ₽,https://saletennis.com/catalog/product/maika-dietskaia-bidi-badu-spike-chill-lilac-16418/,152: Основной склад Екатеринбург - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Парина - 1 шт,3,data\product_images\8709ff8bdca4.png,0,1,1,0,1,0,0,0,0,0
Одежда,SH7760-1941,Шорты мужские 7/6 Miran Shorts 7 - Ebony,7/6,4490 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-7-6-miran-shorts-7-ebony-18623/,XXL: Санкт-Петербург (Спортивная) - 1 шт,1,data\product_images\7ac0b901dbb7.png,0,1,0,0,0,0,0,0,0,0
Одежда,62GAB20267,Майка женская Mizuno Charge Printed Tank - Purple Magic,Mizuno,2490 ₽,https://saletennis.com/catalog/product/maika-zhienskaia-mizuno-charge-printed-tank-purple-magic-16333/,XS: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 1 шт,2,data\product_images\cf57b01e2bf4.png,0,1,1,0,0,0,0,0,0,0
Одежда,ND76-0116,Платье женское 7/6 Nika Dress - Light Green,7/6,2490 ₽,https://saletennis.com/catalog/product/plat-ie-zhienskoie-7-6-nika-dress-light-green-17926/,XXS: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 4 шт | XS: Основной склад Екатеринбург - 6 шт | Санкт-Петербург (Спортивная) - 1 шт | S: Основной склад Екатеринбург - 5 шт | M: Основной склад Екатеринбург - 5 шт | L: Основной склад Екатеринбург - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,24,data\product_images\2330d5c79681.png,0,3,21,0,0,0,0,0,0,0
Одежда,VD276-1264,Платье детское 7/6 Viki Dress 2.0 - Bright Orange,7/6,2793 ₽,https://saletennis.com/catalog/product/plat-ie-dietskoie-7-6-viki-dress-2-0-bright-orange-17903/,XS: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 1 шт | S: Санкт-Петербург (Спортивная) - 1 шт | Соболева - 1 шт | Основной склад Екатеринбург - 3 шт | M: Соболева - 1 шт | Уфа - 1 шт | Основной склад Екатеринбург - 4 шт | Санкт-Петербург (Спортивная) - 1 шт | L: Уфа - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 3 шт | Соболева - 1 шт | XL: Соболева - 1 шт | Тюмень (Народная) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 4 шт | Уфа - 1 шт,28,data\product_images\753bcc1da6af.png,0,5,15,4,0,0,0,1,3,0
Одежда,AS276-0205,Шорты под платье 7/6 Ana Shorts 2.0 - Cream,7/6,2392 ₽,https://saletennis.com/catalog/product/shorty-pod-plat-ie-7-6-ana-shorts-2-0-cream-17945/,XXS: Основной склад Екатеринбург - 4 шт | XS: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 4 шт | Тюмень (Народная) - 1 шт | S: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 4 шт | M: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 1 шт | L: Основной склад Екатеринбург - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,20,data\product_images\4da8926ad44d.png,0,5,14,0,0,0,0,1,0,0
Одежда,62GAC00445,Поло мужское Mizuno Frontier Shadow Polo - Cyber Yellow,Mizuno,4193 ₽,https://saletennis.com/catalog/product/polo-muzhskoie-mizuno-frontier-shadow-polo-cyber-yellow-18206/,M: Основной склад Екатеринбург - 1 шт | Тюмень (Народная) - 1 шт | L: Основной склад Екатеринбург - 1 шт | XL: Основной склад Екатеринбург - 1 шт,4,data\product_images\d9553c487b4a.png,0,0,3,0,0,0,0,1,0,0
Одежда,DR10217975955286,Футболка мужская Diadora SS Score T-Shirt - Bordeaux,Не определен,1490 ₽,https://saletennis.com/catalog/product/futbolka-muzhskaia-diadora-ss-score-t-shirt-bordeaux-15325/,S: Основной склад Екатеринбург - 1 шт,1,data\product_images\8e81677a1b29.png,0,0,1,0,0,0,0,0,0,0
Одежда,AD76-4313,Платье женское 7/6 Arina Dress - Light Blue/Blue,7/6,1790 ₽,https://saletennis.com/catalog/product/plat-ie-zhienskoie-7-6-arina-dress-light-blue-blue-17893/,XXS: Основной склад Екатеринбург - 4 шт | Санкт-Петербург (Спортивная) - 1 шт | XS: Санкт-Петербург (Спортивная) - 1 шт | S: Основной склад Екатеринбург - 4 шт | M: Основной склад Екатеринбург - 3 шт | L: Основной склад Екатеринбург - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,16,data\product_images\78c41ab04fbe.png,0,4,12,0,0,0,0,0,0,0
Одежда,FB6443-503,Козырек Nike ADV Ace Visor - Pink,Nike,3490 ₽,https://saletennis.com/catalog/product/kozyriek-nike-adv-ace-visor-pink-19195/,S/M: Соболева - 1 шт | Уфа - 1 шт | Бисертская - 2 шт,4,data\product_images\bf5f851da446.png,0,0,0,1,0,2,0,0,1,0
Одежда,23_46_XXS_42,"Толстовка унисекс ""Love is ..."" Blue",Не определен,2490 ₽,https://saletennis.com/catalog/product/tolstovka-unisieks-love-is-blue-14994/,XXS: Тюмень (Народная) - 1 шт | Основной склад Екатеринбург - 1 шт | XS: Основной склад Екатеринбург - 1 шт | Бисертская - 1 шт | Тюмень (Народная) - 1 шт,5,data\product_images\5061dc485804.jpg,0,0,2,0,0,1,0,2,0,0
Одежда,62GAB50224,Поло мужское Mizuno Mugen Shadow Polo - Mugen Blue,Mizuno,4490 ₽,https://saletennis.com/catalog/product/polo-muzhskoie-mizuno-mugen-shadow-polo-mugen-blue-16842/,S: Соболева - 1 шт,1,data\product_images\902714f2c4d8.png,0,0,0,1,0,0,0,0,0,0
Одежда,FZ6726-323,Юбка женская Nike Advantage Ace - Fir,Nike,9490 ₽,https://saletennis.com/catalog/product/iubka-zhienskaia-nike-advantage-ace-fir-18447/,XS: Санкт-Петербург (Спортивная) - 1 шт,1,data\product_images\5e5fd6b7d9e5.png,0,1,0,0,0,0,0,0,0,0
Одежда,62GAB501-01,Футболка мужская Mizuno Mugen Shadow Graphic - White,Mizuno,3990 ₽,https://saletennis.com/catalog/product/futbolka-muzhskaia-mizuno-mugen-shadow-graphic-white-17448/,M: Основной склад Екатеринбург - 1 шт,1,data\product_images\132d67c064d1.png,0,0,1,0,0,0,0,0,0,0
Одежда,W1300011,Платье женское Bidi Badu Kaleido - White/Mixed,Bidi Badu,3990 ₽,https://saletennis.com/catalog/product/plat-ie-zhienskoie-bidi-badu-kaleido-white-mixed-17218/,XS: Санкт-Петербург (Спортивная) - 1 шт | S: Основной склад Екатеринбург - 2 шт,3,data\product_images\0a53ea67686b.png,0,1,2,0,0,0,0,0,0,0
Одежда,W1330007,Футболка женская Bidi Badu Kaleido V-Neck - White/Mixed,Bidi Badu,1490 ₽,https://saletennis.com/catalog/product/futbolka-zhienskaia-bidi-badu-kaleido-v-neck-white-mixed-17230/,XS: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 1 шт,2,data\product_images\5d36def6a8c7.png,0,1,1,0,0,0,0,0,0,0
Одежда,TWJ76-BK,Ветровка женская 7/6 Taylor Woman Jacket - Black,7/6,4792 ₽,https://saletennis.com/catalog/product/vietrovka-zhienskaia-7-6-taylor-woman-jacket-black-17272/,XS: Уфа - 1 шт | Соболева - 1 шт | Парина - 1 шт | S: Уфа - 1 шт | Основной склад Екатеринбург - 1 шт | Соболева - 1 шт | Ижевск - 1 шт | Парина - 1 шт | M: Ижевск - 1 шт | Основной склад Екатеринбург - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Соболева - 1 шт | Тюмень (Народная) - 1 шт | Парина - 1 шт | L: Соболева - 1 шт | Тюмень (Народная) - 1 шт | Санкт-Петербург (Спортивная) - 2 шт | Ижевск - 1 шт | Бисертская - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт | Соболева - 1 шт | Парина - 1 шт,23,data\product_images\bf538b41fc72.png,0,4,2,5,4,1,0,2,2,3
Одежда,PL7060-4109,Поло мужское 7/6 Ankl Polo 2.0 - Arona,7/6,5490 ₽,https://saletennis.com/catalog/product/polo-muzhskoie-7-6-ankl-polo-2-0-arona-18610/,S: Санкт-Петербург (Спортивная) - 1 шт | M: Парина - 1 шт | Тюмень (Народная) - 1 шт | Основной склад Екатеринбург - 1 шт | L: Тюмень (Народная) - 1 шт,5,data\product_images\5e493da448e5.png,0,1,1,0,1,0,0,2,0,0
Одежда,KS76-1941,Юбка женская 7/6 Kris Skirt - Ebony,7/6,5490 ₽,https://saletennis.com/catalog/product/iubka-zhienskaia-7-6-kris-skirt-ebony-18599/,XXS: Санкт-Петербург (Спортивная) - 1 шт | XS: Тюмень (Народная) - 1 шт | Бисертская - 1 шт | Соболева - 1 шт | S: Елизаветенское шоссе - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Бисертская - 1 шт | M: Уфа - 1 шт | Соболева - 1 шт | L: Санкт-Петербург (Спортивная) - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,11,data\product_images\5650cdb574e3.png,0,4,0,2,0,2,1,1,1,0
Одежда,NS76-0628,Юбка женская 7/6 Nata Skirt - Leaf Green/Orange,7/6,2995 ₽,https://saletennis.com/catalog/product/iubka-zhienskaia-7-6-nata-skirt-leaf-green-orange-17940/,XXS: Основной склад Екатеринбург - 3 шт | Санкт-Петербург (Спортивная) - 1 шт | XS: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 3 шт | S: Основной склад Екатеринбург - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | Тюмень (Народная) - 1 шт | M: Санкт-Петербург (Спортивная) - 1 шт | Тюмень (Народная) - 1 шт | Основной склад Екатеринбург - 4 шт | L: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 3 шт,22,data\product_images\2c78121f2b1f.png,0,5,15,0,0,0,0,2,0,0
Одежда,FZ6910-673,Футболка мужская Nike Court Advantage - Chile Red/White,Nike,7990 ₽,https://saletennis.com/catalog/product/futbolka-muzhskaia-nike-court-advantage-chile-red-white-18832/,L: Уфа - 1 шт | Парина - 1 шт | XL: Уфа - 1 шт,3,data\product_images\4af315f36928.jpg,0,0,0,0,1,0,0,0,2,0
Одежда,BPL76-0406,Поло детское 7/6 Sasha Polo - Kambaba,7/6,490 ₽,https://saletennis.com/catalog/product/polo-dietskoie-7-6-sasha-polo-kambaba-15399/,XS: Основной склад Екатеринбург - 1 шт | S: Основной склад Екатеринбург - 4 шт | M: Тюмень (Народная) - 1 шт | Бисертская - 1 шт,7,data\product_images\e002dbdce338.png,0,0,5,0,0,1,0,1,0,0
Одежда,KTS76-4405,Футболка женская 7/6 Kate T-shirt - Misty Blue,7/6,4490 ₽,https://saletennis.com/catalog/product/futbolka-zhienskaia-7-6-kate-t-shirt-misty-blue-19394/,XXS: Тюмень (Народная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | XS: Парина - 1 шт | Тюмень (Народная) - 2 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Соболева - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | S: Соболева - 1 шт | Елизаветенское шоссе - 1 шт | Санкт-Петербург (Спортивная) - 2 шт | Ижевск - 1 шт | Парина - 1 шт | Основной склад Екатеринбург - 1 шт | Тюмень (Народная) - 2 шт | Бисертская - 1 шт | M: Санкт-Петербург (Ярослава Гашека) - 1 шт | Уфа - 1 шт | Ижевск - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Елизаветенское шоссе - 1 шт | Парина - 1 шт | Основной склад Екатеринбург - 3 шт | Бисертская - 1 шт | Тюмень (Народная) - 1 шт | L: Елизаветенское шоссе - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Санкт-Петербург (Ярослава Гашека) - 1 шт | Тюмень (Народная) - 1 шт | Ижевск - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,36,data\product_images\98c8b6a288db.png,4,7,4,2,3,2,3,7,1,3
Одежда,62GBB20164,Юбка женская Mizuno Charge Printed Flying Skirt - Lilac Chiffon,Mizuno,3490 ₽,https://saletennis.com/catalog/product/iubka-zhienskaia-mizuno-charge-printed-flying-skirt-lilac-chiffon-16337/,S: Основной склад Екатеринбург - 1 шт | XS: Основной склад Екатеринбург - 1 шт,2,data\product_images\5f4d862ab9bb.png,0,0,2,0,0,0,0,0,0,0
Одежда,KT76-3612,Топ женский 7/6 Kris Top - Lavander Blossom,7/6,2495 ₽,https://saletennis.com/catalog/product/top-zhienskii-7-6-kris-top-lavander-blossom-17929/,XS: Основной склад Екатеринбург - 5 шт | S: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 3 шт | L: Основной склад Екатеринбург - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | XL: Санкт-Петербург (Спортивная) - 1 шт,13,data\product_images\de865bf265c5.png,0,3,10,0,0,0,0,0,0,0
Одежда,VS-76BK,Козырек 7/6 Visor - Black,7/6,1790 ₽,https://saletennis.com/catalog/product/kozyriek-7-6-visor-black-13217/,Тюмень (Народная): 3 шт | Санкт-Петербург (Спортивная): 2 шт | Тюмень: 3 шт,8,data\product_images\3a5cdf533148.png,0,2,0,0,0,0,0,6,0,0
Одежда,62GHB700-24,Платье женское Mizuno Mugen Dress - Mugen Blue,Mizuno,3995 ₽,https://saletennis.com/catalog/product/plat-ie-zhienskoie-mizuno-mugen-dress-mugen-blue-17456/,XS: Основной склад Екатеринбург - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | S: Соболева - 1 шт,3,data\product_images\d496e3bd8bc7.png,0,1,1,1,0,0,0,0,0,0
Одежда,AS276-4800,Шорты под платье 7/6 Ana Shorts 2.0 - Pink,7/6,2392 ₽,https://saletennis.com/catalog/product/shorty-pod-plat-ie-7-6-ana-shorts-2-0-pink-17947/,XXS: Основной склад Екатеринбург - 3 шт | XS: Основной склад Екатеринбург - 4 шт | Санкт-Петербург (Спортивная) - 1 шт | S: Основной склад Екатеринбург - 4 шт | M: Основной склад Екатеринбург - 2 шт | L: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 1 шт,16,data\product_images\f4a11499b3c0.png,0,2,14,0,0,0,0,0,0,0
Одежда,62GAB00254,Футболка мужская Mizuno Charge Shadow Tee - Carrot Curl,Mizuno,3490 ₽,https://saletennis.com/catalog/product/futbolka-muzhskaia-mizuno-charge-shadow-tee-carrot-curl-16347/,M: Основной склад Екатеринбург - 1 шт,1,data\product_images\bfa9a8349d97.png,0,0,1,0,0,0,0,0,0,0
Одежда,62GAB502-01,Поло мужское Mizuno Mugen Shadow Polo - White,Mizuno,3990 ₽,https://saletennis.com/catalog/product/polo-muzhskoie-mizuno-mugen-shadow-polo-white-17439/,S: Санкт-Петербург (Спортивная) - 1 шт | M: Основной склад Екатеринбург - 1 шт,2,data\product_images\3fea9d72833f.png,0,1,1,0,0,0,0,0,0,0
Одежда,SH7060-100,Шорты мужские 7/6 Miran Shorts 7 - White,7/6,3992 ₽,https://saletennis.com/catalog/product/shorty-muzhskiie-7-6-miran-shorts-7-white-17125/,S: Тюмень (Народная) - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | M: Соболева - 1 шт | Елизаветенское шоссе - 1 шт | Парина - 1 шт | Бисертская - 1 шт | Ижевск - 1 шт | L: Елизаветенское шоссе - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Соболева - 1 шт | Парина - 1 шт | Ижевск - 1 шт | XL: Соболева - 1 шт | Санкт-Петербург (Спортивная) - 1 шт | Бисертская - 1 шт | Уфа - 2 шт | XXL: Соболева - 1 шт | Парина - 1 шт | Санкт-Петербург (Спортивная) - 1 шт,20,data\product_images\a8efcebd7967.png,0,4,0,4,3,2,2,1,2,2
Одежда,ML76-3612,Лонгслив женский 7/6 Maya Longsleeve - Lavander Haze,7/6,3592 ₽,https://saletennis.com/catalog/product/longhsliv-zhienskii-7-6-maya-longsleeve-lavander-haze-17899/,XXS: Санкт-Петербург (Спортивная) - 1 шт | Основной склад Екатеринбург - 1 шт | XS: Санкт-Петербург (Спортивная) - 2 шт | Основной склад Екатеринбург - 3 шт | S: Санкт-Петербург (Спортивная) - 2 шт | M: Основной склад Екатеринбург - 2 шт | Санкт-Петербург (Спортивная) - 1 шт | L: Основной склад Екатеринбург - 2 шт | Санкт-Петербург (Спортивная) - 2 шт | XL: Санкт-Петербург (Спортивная) - 2 шт | Основной склад Екатеринбург - 1 шт,19,data\product_images\d6e25747a5f3.png,0,10,9,0,0,0,0,0,0,0
