Дата,Артикул,Название,Категория,Тип изменения,Старое значение,Новое значение,Разница
2026-09-24 06:17:31,WR8314003125,"Теннисная струна Luxilon Element Infrared 1,25 12 метров",Теннисные струны,Изменение количества,0,9,9
2026-09-24 06:17:31,WR8314003125,"Теннисная струна Luxilon Element Infrared 1,25 12 метров",Теннисные струны,Товар появился,0,9,9
2026-09-24 06:17:31,1920049,"Теннисная струна Solinco Barb Wire 1,20 200 метров",Теннисные струны,Новый товар,0,6,6
2026-09-24 06:17:31,1920048,"Теннисная струна Solinco Barb Wire 1,25 12 метров",Теннисные струны,Новый товар,0,44,44
2026-09-24 06:17:31,1920206,"Теннисная струна Solinco Confidential 1,15 12 метров",Теннисные струны,Новый товар,0,8,8
2026-09-24 06:17:31,1920206,"Теннисная струна Solinco Confidential 1,20 12,2 метров",Теннисные струны,Новый товар,0,81,81
2026-09-24 06:17:31,1920206,"Теннисная струна Solinco Confidential 1,25 12,2 метров",Теннисные струны,Новый товар,0,55,55
2026-09-24 06:17:31,1920206,"Теннисная струна Solinco Confidential 1,30 12,2 метров",Теннисные струны,Новый товар,0,96,96
2026-09-24 06:17:31,1920210,"Теннисная струна Solinco Confidential 1,30 200 метров",Теннисные струны,Новый товар,0,10,10
2026-09-24 06:17:31,192065,"Теннисная струна Solinco Confidential Soft Pink 1,20 12 метров",Теннисные струны,Новый товар,0,32,32
2026-09-24 06:17:31,192065,"Теннисная струна Solinco Confidential Soft Pink 1,25 12 метров",Теннисные струны,Новый товар,0,41,41
2026-09-24 06:17:31,1920003,"Теннисная струна Solinco Hyper-G 1,20 12,2 метров",Теннисные струны,Новый товар,0,45,45
2026-09-24 06:17:31,1920100,"Теннисная струна Solinco Hyper-G 1,25 12,2 метров",Теннисные струны,Изменение количества,0,51,51
2026-09-24 06:17:31,1920100,"Теннисная струна Solinco Hyper-G 1,25 12,2 метров",Теннисные струны,Товар появился,0,51,51
2026-09-24 06:17:31,1920003,"Теннисная струна Solinco Hyper-G 1,30 12,2 метров",Теннисные струны,Новый товар,0,108,108
2026-09-24 06:17:31,1920547,"Теннисная струна Solinco Hyper-G Round 1,20 12 метров",Теннисные струны,Новый товар,0,26,26
2026-09-24 06:17:31,1920547,"Теннисная струна Solinco Hyper-G Round 1,25 12 метров",Теннисные струны,Новый товар,0,92,92
2026-09-24 06:17:31,1920547,"Теннисная струна Solinco Hyper-G Round 1,25 200 метров",Теннисные струны,Новый товар,0,21,21
2026-09-24 06:17:31,1920547,"Теннисная струна Solinco Hyper-G Round 1,30 12 метров",Теннисные струны,Новый товар,0,95,95
2026-09-24 06:17:31,1920547,"Теннисная струна Solinco Hyper-G Round 1,30 200 метров",Теннисные струны,Новый товар,0,16,16
2026-09-24 06:17:31,1920100,"Теннисная струна Solinco Hyper-G Soft 1,25 12,2 метров",Теннисные струны,Новый товар,0,56,56
2026-09-24 06:17:31,1920100,"Теннисная струна Solinco Hyper-G Soft 1,30 12,2 метров",Теннисные струны,Новый товар,0,130,130
2026-09-24 06:17:31,1920600,"Теннисная струна Solinco Mach-10 1,20 12,2 метров",Теннисные струны,Новый товар,0,64,64
2026-09-24 06:17:31,1920067,"Теннисная струна Solinco Mach-10 1,25 12,2 метров",Теннисные струны,Новый товар,0,71,71
2026-09-24 06:17:31,1920067,"Теннисная струна Solinco Mach-10 1,25 200 метров",Теннисные струны,Новый товар,0,2,2
2026-09-24 06:17:31,1920600,"Теннисная струна Solinco Mach-10 1,30 12,2 метров",Теннисные струны,Изменение количества,75,74,-1
2026-09-24 06:17:31,1920067,"Теннисная струна Solinco Mach-10 1,30 200 метров",Теннисные струны,Новый товар,0,10,10
2026-09-24 06:17:31,19200100,"Теннисная струна Solinco Outlast 1,20 200 метров",Теннисные струны,Новый товар,0,2,2
2026-09-24 06:17:31,1920006,"Теннисная струна Solinco Revolution Blue 1,25 12 метров",Теннисные струны,Изменение количества,90,89,-1
2026-09-24 06:17:31,1920003,"Теннисная струна Solinco Tour Bite 1,30 12 метров",Теннисные струны,Новый товар,0,72,72
2026-09-24 06:17:31,1920003,"Теннисная струна Solinco Tour Bite 1,35 12 метров",Теннисные струны,Новый товар,0,21,21
2026-09-24 06:17:31,1920029,"Теннисная струна Solinco Tour Bite 1,35 200 метров",Теннисные струны,Новый товар,0,3,3
2026-09-24 06:17:31,1920078,"Теннисная струна Solinco Tour Bite Diamond Rough 1,30 200 метров",Теннисные струны,Новый товар,0,14,14
2026-09-24 06:17:31,1920067,"Теннисная струна Solinco Tour Bite Soft 1,20 200 метров",Теннисные струны,Новый товар,0,1,1
2026-09-24 06:17:31,1920067,"Теннисная струна Solinco Tour Bite Soft 1,25 12,2 метров",Теннисные струны,Новый товар,0,68,68
2026-09-24 06:17:31,1920067,"Теннисная струна Solinco Tour Bite Soft 1,25 200 метров",Теннисные струны,Новый товар,0,1,1
2026-09-24 06:17:31,1920057,"Теннисная струна Solinco Tour Bite Soft 1,30 12,2 метров",Теннисные струны,Новый товар,0,105,105
2026-09-24 06:17:31,1920067,"Теннисная струна Solinco Tour Bite Soft 1,30 200 метров",Теннисные струны,Изменение количества,0,10,10
2026-09-24 06:17:31,1920067,"Теннисная струна Solinco Tour Bite Soft 1,30 200 метров",Теннисные струны,Товар появился,0,10,10
2026-09-24 06:17:31,1920043,"Теннисная струна Solinco Vanqush 1,30 12 метров",Теннисные струны,Новый товар,0,27,27
2026-09-24 06:17:31,1920230,"Теннисная струна Solinco X-Natural 1,20 12 метров",Теннисные струны,Новый товар,0,7,7
2026-09-24 06:17:31,1920230,"Теннисная струна Solinco X-Natural 1,30 12 метров",Теннисные струны,Новый товар,0,80,80
2026-09-24 06:17:31,01GHD130XN,"Теннисная струна Tecnifibre HDMX 1,30 12 метров",Теннисные струны,Новый товар,0,8,8
2026-09-24 06:17:31,04RIC130XW,"Теннисная струна Tecnifibre Ice Code 1,30 200 метров",Теннисные струны,Новый товар,0,1,1
2026-09-24 06:17:31,04RRA130XC,"Теннисная струна Tecnifibre Razor Code Carbon 1,30 200 метров",Теннисные струны,Новый товар,0,2,2
2026-09-24 06:17:31,04GRAS125L,"Теннисная струна Tecnifibre Razor Soft Lime 1,30 12 метров",Теннисные струны,Новый товар,0,11,11
2026-09-24 06:17:31,04RRAS125W,"Теннисная струна Tecnifibre Razor Soft White 1,25 12 метров",Теннисные струны,Новый товар,0,54,54
2026-09-24 06:17:31,04RRAS125W,"Теннисная струна Tecnifibre Razor Soft White 1,30 12 метров",Теннисные струны,Изменение количества,0,6,6
2026-09-24 06:17:31,04RRAS125W,"Теннисная струна Tecnifibre Razor Soft White 1,30 12 метров",Теннисные струны,Товар появился,0,6,6
2026-09-24 06:17:31,WRZ904700,"Теннисная струна Wilson Poly Pro Silver 1,25 200 метров",Теннисные струны,Новый товар,0,6,6
2026-09-24 06:17:31,WRZ904600,"Теннисная струна Wilson Poly Pro Silver 1,30 200 метров",Теннисные струны,Новый товар,0,3,3
2026-09-24 06:17:31,WRZ906800,"Теннисная струна Wilson Revolve Black 1,30 12 метров",Теннисные струны,Новый товар,0,38,38
2026-09-24 06:17:31,WRZ906700,"Теннисная струна Wilson Revolve Black 1,35 12 метров",Теннисные струны,Новый товар,0,6,6
2026-09-24 06:17:31,WRZ908100,"Теннисная струна Wilson Revolve Spin Black 1,25 12 метров",Теннисные струны,Новый товар,0,47,47
2026-09-24 06:17:31,WRZ907600,"Теннисная струна Wilson Revolve Spin Black 1,30 12 метров",Теннисные струны,Изменение количества,0,11,11
2026-09-24 06:17:31,WRZ907600,"Теннисная струна Wilson Revolve Spin Black 1,30 12 метров",Теннисные струны,Товар появился,0,11,11
2026-09-24 06:17:31,WRZ907600,"Теннисная струна Wilson Revolve Spin Black 1,30 200 метров",Теннисные струны,Новый товар,0,6,6
2026-09-24 06:17:31,WRZ906600,"Теннисная струна Wilson Revolve White 1,25 12 метров",Теннисные струны,Новый товар,0,31,31
2026-09-24 06:17:31,WRZ906500,"Теннисная струна Wilson Revolve White 1,30 12 метров",Теннисные струны,Изменение количества,0,50,50
2026-09-24 06:17:31,WRZ906500,"Теннисная струна Wilson Revolve White 1,30 12 метров",Теннисные струны,Товар появился,0,50,50
2026-09-24 06:17:31,WRZ906500,"Теннисная струна Wilson Revolve White 1,30 200 метров",Теннисные струны,Новый товар,0,3,3
2026-09-24 06:17:31,WRZ906400,"Теннисная струна Wilson Revolve White 1,35 200 метров",Теннисные струны,Изменение количества,0,4,4
2026-09-24 06:17:31,WRZ906400,"Теннисная струна Wilson Revolve White 1,35 200 метров",Теннисные струны,Товар появился,0,4,4
2026-09-24 06:17:31,AR76-A2270,Теннисная ракетка 7/6 A2 270,Ракетки для тенниса,Изменение количества,34,32,-2
2026-09-24 06:17:31,AR76-A2300,Теннисная ракетка 7/6 A2 300,Ракетки для тенниса,Изменение количества,37,36,-1
2026-09-24 06:17:31,KR76-F19,Теннисная ракетка 7/6 Fox 19,Ракетки для тенниса,Изменение количества,11,9,-2
2026-09-24 06:17:31,101524,Теннисная ракетка Babolat Pure Strike 16/19 2024,Ракетки для тенниса,Новый товар,0,1,1
2026-09-24 06:17:31,233356,Теннисная ракетка Head Extreme Elite 2026,Ракетки для тенниса,Изменение количества,2,1,-1
2026-09-24 06:17:31,231226,Теннисная ракетка Head IG Speed Xceed,Ракетки для тенниса,Изменение количества,6,5,-1
2026-09-24 06:17:31,235014,Теннисная ракетка Head Novak 23 2024,Ракетки для тенниса,Изменение количества,2,1,-1
2026-09-24 06:17:31,WR215411,Теннисная ракетка Wilson Defyer 100 V1,Ракетки для тенниса,Изменение количества,5,6,1
2026-09-24 06:17:31,571071,Теннисные мячи Head 3B Pro Blue,Мячи для тенниса,Изменение количества,0,11,11
2026-09-24 06:17:31,571071,Теннисные мячи Head 3B Pro Blue,Мячи для тенниса,Товар появился,0,11,11
2026-09-24 06:17:31,575703,Теннисные мячи Head 3B Team,Мячи для тенниса,Изменение количества,0,59,59
2026-09-24 06:17:31,575703,Теннисные мячи Head 3B Team,Мячи для тенниса,Товар появился,0,59,59
